institution,school_type,state,testing_info_link,rtc_model,last_updated,testing,testing_type,test_initial,test_recurring,test_freq,test_vendor,test_pool,endowment,enrollment,endowment_per_fte_enrollment
Sierra College,Public,CA,https://www.sierracollege.edu/about-us/covid-19.php,Planning for online,8/1/2020,TRUE,No voluntary testing,FALSE,FALSE,0,,,3986287,18314,340
Simmons University,Private,MA,https://www.simmons.edu/coronavirus/undergraduate-fall-2020/faq,Planning for online,8/1/2020,TRUE,Unknown,Unknown,TRUE,2,Broad Institute,,194859386,6082,30910
Simpson College,Private,IA,https://simpson.edu/covid19/qa,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,86947836,1444,55915
Simpson University,Private,CA,http://simpsonu.edu/assets/doc/COVID-19/SU-Reopening-Plan.pdf,Planning for in-person,8/1/2020,Unknown,Unknown,TRUE,FALSE,,,,7400106,834,9091
Skidmore College,Private,NY,https://www.skidmore.edu/fall-planning/faqs.php#healthsafety,Proposing a hybrid model,8/2/2020,TRUE,Symptomatic,TRUE,TRUE,1,Broad Institute,,379340000,2613,137343
Skyline College,Public,CA,https://covid-19.smccd.edu/san-mateo-county-community-college-district-courses-go-mainly-online-for-summer-and-fall-terms/,Planning for online,8/2/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,,9014,
Slippery Rock University,Public,PA,https://www.sru.edu/news/fall-2020-return,Proposing a hybrid model,8/2/2020,TRUE,Symptomatic,FALSE,FALSE,0,Allegheny Health Network,,#N/A,#N/A,#N/A
Slippery Rock University,Public,PA,https://www.sru.edu/news/060520a,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Smith College,Private,MA,https://www.smith.edu/news/plans-2020-21,Proposing a hybrid model,7/23/2020,TRUE,Unknown,TRUE,TRUE,,Broad Institute,Unknown,1875092651,2903,611178
Soka University of America,Private,CA,https://www.soka.edu/coronavirus-update,Planning for online,,,,,,,,,1275811000,442,2847792
South Dakota Board of Regents,Public,SD,https://www.usd.edu/news/2020/usd-prepares-for-fall-semester-launch,,,,,,,,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — Black Hills State University,Public,SD,https://www.bhsu.edu/About-BHSU/Safety/COVID-19,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — Dakota State University,Public,SD,https://dsu.edu/emergency-alerts/files/Student-Guide-Return-to-Campus.pdf,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — Northern State University,Public,SD,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — South Dakota School of Mines and Technology,Public,SD,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — South Dakota State University,Public,SD,https://www.sdstate.edu/jacksrback,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
South Dakota Board of Regents — University of South Dakota,Public,SD,https://www.usd.edu/-/media/files/covid-19/usd-covid-19-case-management-plan.ashx?la=en,Planning for in-person,8/17/2020,TRUE,Symptomatic,FALSE,FALSE,0,,FALSE,#N/A,#N/A,#N/A
Southeast Missouri State University,Public,MO,https://semo.edu/sealerts/pdf/5-27-20UpdateFromPresidentVargas.pdf,Planning for in-person,,,,,,,,,78985854,11071,8431
Southeastern Baptist Theological Seminary,Private,NC,http://www.aroundsoutheastern.com/index.php/2020/06/tuition-reduction-fall-schedule-and-more/,Planning for in-person,,,,,,,,,29164373,3140,18864
Southeastern Oklahoma State University,Public,OK,https://www.se.edu/2020/05/new-southeastern-president-begins-duties-will-form-task-force-to-plan-for-return-to-regular-classes-in-the-fall/,Planning for in-person,,,,,,,,,24306683,4542,7653
Southern Adventist University,Private,TN,https://www.southern.edu/connect/coronavirus.html,Planning for in-person,,,,,,,,,43159512,2942,15955
Southern Illinois University,Public,IL,https://dailyegyptian.com/101539/news/campus/siu-creates-adapted-fall-2020-plan-in-the-wake-of-covid-19/,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Southern Methodist University,Private,TX,https://www.smu.edu/Provost/ProvostOffice/SAES/Updates-for-Fall-2020,Proposing a hybrid model,,,,,,,,,1619232000,11649,147767
Southern Nazarene University,Private,OK,http://rudy.snu.edu/go/Covid-19.html#4.29,Planning for in-person,,,,,,,,,36098813,2081,18067
Southern New Hampshire University,Private,NH,https://www.snhu.edu/about-us/newsroom/2020/06/extends-remote-learning-for-campus-students,Planning for online,,,,,,,,,35067286,104068,516
Southern Wesleyan University,Private,SC,https://www.swu.edu/infectious-disease-response-plan/covid-19-updates/,Planning for in-person,,,,,,,,,5488936,1551,4158
Southwest Baptist University,Private,MO,https://bolivarmonews.com/free/let-there-be-life/article_11d6e50e-91a1-11ea-b50e-d34ba7f9a711.html,Planning for in-person,,,,,,,,,27877657,3357,10580
Southwest Minnesota State University,Public,MN,https://www.smsu.edu/resources/webspaces/campuslife/healthservices/healthalerts/coronavirus/communications/email_facultyandstaff_20200515.pdf,Planning for in-person,,,,,,,,,3052000,7167,862
Southwestern Assemblies of God University,Private,TX,https://www.sagu.edu/news/sagu-plans-to-open-campus-doors-this-fall,Planning for in-person,,,,,,,,,10465389,2102,5984
Southwestern Baptist Theological Seminary,Private,TX,https://swbts.edu/news/releases/southwestern-seminary-announces-plans-resume-campus-instruction-fall/,Planning for in-person,,,,,,,,,,,
Southwestern Oklahoma State University,Public,OK,https://www.swosu.edu/news/releases/2020/2020-05-04b.aspx,Planning for in-person,,,,,,,,,23202800,5267,4837
Southwestern University,Private,TX,https://www.southwestern.edu/covid19/,Planning for in-person,,,,,,,,,281475886,1434,200911
Spelman College,Private,GA,https://www.spelman.edu/docs/path-forward-docs/path-forward-2020-21.pdf,Proposing a hybrid model,,,,,,,,,389406802,2171,175884
Spring Arbor University,Private,MI,https://www.arbor.edu/about/offices-and-schools/holton-health-and-wellness-services/coronavirus-updates-and-resources/covid-19-apr-29-student-update/,Planning for in-person,,,,,,,,,16985504,3436,5373
Springfield College,Private,MA,https://springfield.edu/covid/communications/may202020,Planning for in-person,,,,,,,,,78023912,3139,23530
St John's College,Private,NM,https://www.sjc.edu/sf-fall-opening,Proposing a hybrid model,8/1/2020,TRUE,Unknown,TRUE,TRUE,,Pathology Consultants of New Mexico,,#N/A,#N/A,#N/A
St. Bonaventure University,Private,NY,https://www.sbu.edu/about-sbu/news-events/latest-news/news-release/2020/06/30/st.-bonaventure-s-fall-semester-to-start-early-finish-online-after-thanksgiving-break,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
St. Cloud State University,Public,MN,http://universitychron.com/scsu-town-hall-may-15-2020-the-word-of-our-future-is-flexible/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
St. Francis College,Private,NY,https://www.sfc.edu/newsevents/news/details/~news-id/1059,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
St. John Fisher College,Private,NY,https://www.wxxinews.org/post/rochester-area-colleges-begin-planning-fall-reopening?fbclid=IwAR3avK0DvFMs9nSax-gIGeCeGEA14H5lEgJVYCBxJPuBd30lqJCSo8WGVTE,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
St. John's College,Private,MD,https://www.sjc.edu/an-fall-opening,Proposing a hybrid model,,,,,,,,,78389173,371,166431
St. John's University,Private,NY,https://www.stjohns.edu/life-st-johns/health-and-wellness/student-health-services/coronavirus-disease-2019-covid-19/preparing-fall-semester,Proposing a hybrid model,8/3/2020,TRUE,Symptomatic,FALSE,FALSE,,,,#N/A,#N/A,#N/A
St. Lawrence University,Private,NY,https://www.stlawu.edu/covid-19/important-updates#Fall-2020,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
St. Louis University,Private,MO,https://www.slu.edu/health-advisory/messages/update-may-26-early-start.php,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
St. Mary's College of Maryland,Public,MD,https://www.smcm.edu/reopening-smcm/,Proposing a hybrid model,,,,,,,,,36385881,1582,21985
St. Mary’s College of California,Private,CA,https://www.stmarys-ca.edu/public-safety-transportation/message-to-faculty-staff-students-about-fall-2020,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
St. Michael's College,Private,VT,https://www.smcvt.edu/student-life/health-and-safety/bergeron-wellness-center/health-alert-coronavirus-covid-19/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
St. Olaf College,Private,MN,https://www.stolaf.edu/multimedia/play/?p=907,Considering a range of scenarios,,,,,,,,,#N/A,#N/A,#N/A
St. Thomas University,Private,FL,https://www.stu.edu/news/message-from-president-david-a-armstrong-j-d-stu-to-return-to-our-traditional-on-campus-education-for-the-fall-2020-semester/,Planning for in-person,,,,,,,,,29003125,4227,10478
St. Vincent College,Private,PA,https://www.stvincent.edu/community-events/newsroom/2020/05/15/planning-for-fall-2020,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Stanford University,Private,CA,https://www.stanforddaily.com/2020/06/03/stanford-plans-to-house-half-of-undergrads-on-campus-per-quarter-next-school-year/,Proposing a hybrid model,7/23/2020,TRUE,Unknown,TRUE,TRUE,,On Campus testing,,26464912000,17381,1496715
Stark State College,Public,OH,https://www.starkstate.edu/about/security/coronavirus/,Planning for in-person,,,,,,,,,6575089,11654,1143
State University of New York — Broome Community College,Public,NY,http://www3.sunybroome.edu/coronavirus/wp-content/uploads/sites/61/2020/06/SUNY-Broome-Fall-2020-Reopening-Plan.pdf,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
State University of New York at Cortland,Public,NY,http://www2.cortland.edu/about/restart/,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
State University of New York at New Paltz,Public,NY,https://sites.newpaltz.edu/news/2020/06/message-from-president-christian-update-on-proposed-campus-re-opening-plans/,Proposing a hybrid model,,,,,,,,,22940693,7608,3104
State University of New York at Purchase,Public,NY,https://www.purchase.edu/covid-19-updates-and-plans/,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
State University of New York Empire State College,Public,NY,https://www.esc.edu/safety-security/covid19/reopening-plan/,Planning for online,,,,,,,,,#N/A,#N/A,#N/A
Stephen F. Austin State University,Public,TX,http://www.sfasu.edu/fall2020,Proposing a hybrid model,,,,,,,,,#N/A,#N/A,#N/A
Sterling College,Private,VT,https://sterlingcollege.edu/wp-content/uploads/2020/06/COVID-FAQs.pdf,Planning for in-person,,,,,,,,,1018241,136,7222
Stetson University,Private,FL,https://www.stetson.edu/other/covid-19/index.php,Planning for in-person,,,,,,,,,242868488,4341,53331
Stevens Institute of Technology,Private,NJ,https://www.stevens.edu/directory/student-health-services/health-advisory-update/coronavirus-2019-covid-19-information/advisories-updates/april-2020#042920a,Considering a range of scenarios,,,,,,,,,206806000,6929,30142
Stevenson University,Private,MD,https://www.baltimoresun.com/coronavirus/bs-md-college-reopenings-20200618-khsfbvay7vbijhgx7mf7regeda-story.html,Planning for in-person,,,,,,,,,89906530,3615,26136
Stockton University,Public,NJ,https://stockton.edu/emergency-management/coronavirus.html,Proposing a hybrid model,,,,,,,,,28487746,9621,2925
Stonehill College,Private,MA,https://www.stonehill.edu/news/emergencies/updates/coronavirus/returning-to-campus/the-academic-experience/,Proposing a hybrid model,,,,,,,,,211414415,2556,83895
Stony Brook University,Public,NY,https://www.stonybrook.edu/commcms/coronavirus/,Proposing a hybrid model,,,,,,,,,244955670,26256,9757
Suffolk University,Private,MA,https://www.suffolk.edu/student-life/health-wellness/coronavirus-health-advisory#collapse-Student-Preparations-for-the-Fall-Advisory-May-7-2020,Considering a range of scenarios,,,,,,,,,249136919,7186,34598
Susquehanna University,Private,PA,https://www.susqu.edu/coronavirus-update/campus-plan-fall-2020,Planning for in-person,8/2/2020,TRUE,Symptomatic,TRUE,Unknown,,"Vault Health, Geisinger Medical System",,169795178,2396,68882
Swarthmore College,Private,PA,https://www.swarthmore.edu/presidents-office/plans-upcoming-academic-year,Proposing a hybrid model,8/2/2020,TRUE,Unknown,TRUE,TRUE,,,,2115768000,1559,1290102
Sweet Briar College,Private,VA,https://sbc.edu/campus-safety/covid-19/,Planning for in-person,,,,,,,,,74817347,337,258884
Syracuse University,Private,NY,https://www.syracuse.edu/fall2020/frequently-asked-questions/,Proposing a hybrid model,7/26/2020,TRUE,Unknown,TRUE,TRUE,,the Barnes Center at The Arch (under the supervision of Syracuse University’s medical director) and in partnership with outside laboratories,TRUE,1338287247,22803,57297
Taylor University,Private,IN,https://www.facebook.com/watch/live/?v=472602113490213&amp;ref=watch_permalink,Planning for in-person,,,,,,,,,94075609,2195,46366
Temple University,Public,PA,https://news.temple.edu/announcements/2020-06-02/update-plans-fall,Proposing a hybrid model,,,,,,,,,683965000,39740,18641
Tennessee State University,Public,TN,https://tnstatenewsroom.com/archives/26255,Planning for in-person,,,,,,,,,61064388,7774,8171
Tennessee Technological University,Public,TN,https://www.youtube.com/watch?v=1hdl7vXwz9A&amp;feature=youtu.be,Planning for in-person,,,,,,,,,67192270,10186,7162
Tennessee Wesleyan University,Private,TN,https://www.tnwesleyan.edu/news/reopeningplans.php,Planning for in-person,,,,,,,,,12132867,1008,12280
Texas A&M University system — all campuses,Public,TX,https://www.tamus.edu/pdf/Reopening-Plan-REVISED-FINAL.pdf,,,,,,,,Curative Inc.,,#N/A,#N/A,#N/A
Texas A&M University system — Central Texas,Public,TX,https://www.tamuct.edu/covid19/index.html,Planning for in-person,7/31/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — College Station,Public,TX,https://provost.tamu.edu/Campus-Messages/Return-to-Campus-Updates-for-Fall-2020,Proposing a hybrid model,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — Commerce,Public,TX,https://new.tamuc.edu/wp-content/uploads/2020/06/TAMUC-20-21-Fall-Return-Plan_FINAL.pdf,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — Corpus Christi,Public,TX,https://www.tamucc.edu/campus-announcements/coronavirus-stay-at-home-resources.html#fall2020,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — International University,Public,TX,https://www.tamiu.edu/coronavirus/student-faqs.shtml,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,TRUE,,,,#N/A,#N/A,#N/A
Texas A&M University system — Kingsville,Public,TX,https://www.tamuk.edu/coronavirus/,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — Prairie View A&M University,Public,TX,https://www.pvamu.edu/coronavirus/student-faqs,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,TRUE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — San Antonio,Public,TX,https://www.tamusa.edu/fall2020/,Proposing a hybrid model,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — Tarleton State University,Public,TX,https://www.tarleton.edu/scripts/press/display.asp?id=6429,Planning for in-person,8/1/2020,TRUE,Symptomatic,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas A&M University system — Texarkana,Public,TX,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Texas A&M University system — Texas A&M University,Public,TX,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Texas A&M University system — West Texas A & M University,Public,TX,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Texas Christian University,Private,TX,https://www.tcu.edu/coronavirus/files/Phase-3-Return-to-Campus.pdf,Planning for in-person,7/27/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,1595949000,10918,156696
Texas College,Private,TX,https://tylerpaper.com/covid-19/texas-college-announces-online-only-instruction-for-fall-semester-due-to-covid-19-concerns/article_f740b5de-bc7b-11ea-9817-3f12be576282.html,Planning for online,,,,,,,,,4748468,1042,4062
Texas Lutheran University,Private,TX,https://www.tlu.edu/fall-2020,Proposing a hybrid model,7/27/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,99181245,1443,75423
Texas State University system,Public,TX,https://www.tsus.edu/newsroom/news-releases/release-050120-a.html,,,,,,,,,,#N/A,#N/A,#N/A
Texas State University system — Lamar Institute of Technology,Public,TX,https://www.lit.edu/news/855/communicable-diseases,Planning for in-person,8/1/2020,FALSE,No voluntary testing,FALSE,FALSE,0,,,#N/A,#N/A,#N/A
Texas State University system — Lamar State College Orange,Public,TX,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
Texas State University system — Lamar State College Port Arthur,Public,TX,,Planning for in-person,,,,,,,,,#N/A,#N/A,#N/A
